Route Name,Route Link,Bus Name,Bus Type,Start Time,End Time,Total Duration,Rating,Price,Seats Available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,12:30,04h 30m,"4.3
11",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 37870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,12:25,04h 10m,"2.4
4",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3471,INDRA(A.C. Seater),08:15,12:45,04h 30m,"4.2
36",INR 340,35 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,12:10,03h 40m,"3.4
20",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 4912,INDRA(A.C. Seater),08:40,13:34,04h 54m,"3.9
7",INR 340,38 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 97331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:40,13:34,04h 54m,3.7,INR 281,33 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3323,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,13:30,04h 30m,"2.0
4",INR 281,32 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2654,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,12:55,03h 40m,"4.0
13",INR 281,33 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 24276,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:40,13:40,04h 00m,"3.4
10",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2660,INDRA(A.C. Seater),09:50,13:30,03h 40m,"4.0
46",INR 340,36 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 23528,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,14:35,04h 35m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 24264,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:20,14:30,04h 10m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2890,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,14:10,03h 40m,"3.9
13",INR 281,33 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 23576,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:45,15:15,04h 30m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 27128,METRO LUXURY A/C,10:50,14:30,03h 40m,"3.3
24",INR 383,29 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3188,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",11:00,15:55,04h 55m,3.7,INR 269,30 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3103,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,16:45,05h 30m,3.7,INR 281,31 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2658,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,14:55,03h 40m,"3.0
5",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2206,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,16:05,04h 35m,"3.7
9",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,16:15,04h 15m,3.7,INR 281,31 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2656,INDRA(A.C. Seater),12:00,15:40,03h 40m,"3.2
34",INR 340,33 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2856,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:30,16:40,04h 10m,3.7,INR 269,35 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 23548,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,17:05,04h 35m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:45,16:25,03h 40m,"2.9
7",INR 281,30 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2852,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,17:20,04h 20m,3.7,INR 281,32 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 27105,METRO LUXURY A/C,13:00,16:30,03h 30m,"4.5
25",INR 383,33 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2664,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:10,16:50,03h 40m,"2.3
8",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3327,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,17:50,04h 30m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 24268,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,17:45,04h 15m,"4.5
7",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2666,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,17:25,03h 40m,"2.6
22",INR 281,31 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2766,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:00,04h 00m,3.7,INR 281,33 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3329,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:30,04h 30m,"2.1
8",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 27132,METRO LUXURY A/C,14:15,18:05,03h 50m,"4.3
29",INR 383,27 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 24278,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:30,04h 00m,"3.6
25",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 23904,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",14:45,19:00,04h 15m,3.7,INR 269,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2529,INDRA(A.C. Seater),14:45,18:45,04h 00m,"3.9
73",INR 340,33 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2541,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,20:00,04h 30m,"3.5
26",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 27092,METRO LUXURY A/C,15:45,19:30,03h 45m,"3.9
42",INR 383,30 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 23532,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,20:35,04h 35m,"4.2
25",INR 281,26 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,21:00,04h 30m,"2.1
4",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:40,20:20,03h 40m,"3.2
37",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2542,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,21:35,04h 35m,"3.6
9",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,20:55,03h 40m,"3.1
25",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2215,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,22:05,04h 35m,"2.4
6",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,22:40,05h 10m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2818,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,21:40,03h 40m,"2.5
28",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2834,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,22:15,04h 00m,"1.9
9",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2668,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,22:10,03h 40m,"2.5
21",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3713,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:59,04h 59m,"3.5
8",INR 281,33 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2820,INDRA(A.C. Seater),19:15,22:55,03h 40m,"2.9
76",INR 340,27 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2579,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,00:15,04h 35m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 4863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,23:55,04h 10m,"2.9
4",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2670,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,23:25,03h 40m,"2.3
8",INR 281,30 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2581,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,00:15,04h 00m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2690,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,00:10,03h 40m,"2.7
11",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 4930,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,01:00,04h 15m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2696,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,00:40,03h 40m,"3.6
5",INR 281,32 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2543,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,01:40,04h 30m,"4.6
6",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 4986,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,01:30,04h 10m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 24280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,01:40,04h 00m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2892,INDRA(A.C. Seater),21:50,01:30,03h 40m,"3.5
29",INR 340,38 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,02:30,04h 30m,"4.1
8",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3234,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:10,02:45,04h 35m,3.7,INR 269,35 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2408,INDRA(A.C. Seater),22:15,02:00,03h 45m,"4.1
10",INR 340,38 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2816,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,02:00,03h 40m,"2.5
4",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 4910,INDRA(A.C. Seater),22:30,02:30,04h 00m,"2.8
10",INR 340,38 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3321,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:15,04h 30m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 4871,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,02:55,04h 10m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 23890,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,03:05,04h 05m,3.7,INR 266,35 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2525,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:30,04h 30m,"4.2
9",INR 281,28 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 24282,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:00,04h 00m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,02:55,03h 40m,"4.0
9",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3415,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:00,04h 30m,"2.9
12",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2535,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,04:15,04h 30m,"4.7
9",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 4873,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,03:55,04h 10m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 24266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,04:00,04h 05m,"3.7
8",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),22:00,01:30,03h 30m,3.3,INR 599,29 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Navayuga Travels,A/C Sleeper (2+1),22:00,02:10,04h 10m,3.5,INR 1190,29 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,02:30,03h 50m,4.4,INR 750,29 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Morning Star Travels,A/C Sleeper (2+1),21:10,02:25,05h 15m,2.6,INR 790,29 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5650,Express(Non AC Seater),06:00,10:25,04h 25m,"3.5
53",INR 186,4 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47053,Express(Non AC Seater),07:30,10:50,03h 20m,"3.8
102",INR 186,14 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5753,Express(Non AC Seater),08:45,12:10,03h 25m,"3.6
5",INR 186,29 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5671,Express(Non AC Seater),10:30,13:55,03h 25m,"4.2
65",INR 186,28 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9045,Express(Non AC Seater),11:00,14:25,03h 25m,"4.4
60",INR 186,31 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5514,Express(Non AC Seater),11:20,15:45,04h 25m,4.0,INR 186,44 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5647,Express(Non AC Seater),12:00,15:25,03h 25m,"3.7
73",INR 186,43 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9043,Express(Non AC Seater),12:30,15:50,03h 20m,"4.2
53",INR 186,44 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9019,Express(Non AC Seater),12:45,17:10,04h 25m,"4.4
37",INR 186,47 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:45,03h 45m,"4.4
86",INR 256,22 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47224,Express(Non AC Seater),14:45,18:05,03h 20m,"4.2
47",INR 186,45 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9047,Express(Non AC Seater),15:30,18:55,03h 25m,"3.8
45",INR 186,43 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9007,Express(Non AC Seater),15:45,19:45,04h 00m,"3.9
61",INR 186,31 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47236,Express(Non AC Seater),16:15,20:20,04h 05m,"4.4
37",INR 186,45 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9011,Express(Non AC Seater),16:30,20:15,03h 45m,"3.6
44",INR 186,42 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9049,Express(Non AC Seater),17:15,20:40,03h 25m,"3.9
69",INR 186,37 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9888,Express(Non AC Seater),18:45,22:50,04h 05m,"4.0
24",INR 186,47 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9003,Express(Non AC Seater),20:00,00:25,04h 25m,"4.7
38",INR 186,46 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9041,Express(Non AC Seater),21:00,01:25,04h 25m,"3.6
31",INR 186,41 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9061,Express(Non AC Seater),21:45,01:10,03h 25m,"3.8
37",INR 186,45 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5524,Express(Non AC Seater),22:45,02:55,04h 10m,"4.1
41",INR 186,46 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 9080,Express(Non AC Seater),23:15,02:40,03h 25m,"4.2
53",INR 186,42 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5528,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,05:15,05h 16m,"4.4
15",INR 304,28 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater (2+2),08:30,13:10,04h 40m,"3.9
20",335,31 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),08:36,13:13,04h 37m,"4.6
16",INR 370,31 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater (2+2),10:30,15:10,04h 40m,"3.9
74",298,42 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Venson Transports,Non AC Seater (2+3),11:10,16:00,04h 50m,"3.1
18",INR 250,58 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater (2+2),12:30,17:10,04h 40m,"4.0
61",314,40 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater (2+2),13:30,18:45,05h 15m,"3.1
33",314,41 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,RKT Tours and Travels,A/C Sleeper (2+1),00:45,06:00,05h 15m,3.4,890,30 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater (2+2),19:30,00:10,04h 40m,"3.9
27",332,38 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater (2+2),21:00,01:40,04h 40m,"4.4
21",469,35 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Electric A/C Seater (2+2),23:30,04:10,04h 40m,"4.3
32",427,37 Seats available
Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),23:50,04:20,04h 30m,"3.1
42",INR 499,26 Seats available
